NCBIGENE:347733	NCBIGENE-PRO	PR:000016817
NCBIGENE:3479	NCBIGENE-PRO	PR:000009182
NCBIGENE:35225	NCBIGENE-PRO	PR:000016545
NCBIGENE:3553	NCBIGENE-PRO	PR:000001136
NCBIGENE:3558	NCBIGENE-PRO	PR:000001379
NCBIGENE:3565	NCBIGENE-PRO	PR:000001391
NCBIGENE:3569	NCBIGENE-PRO	PR:000001393
NCBIGENE:358	NCBIGENE-PRO	PR:000004177
NCBIGENE:3586	NCBIGENE-PRO	PR:000001471
NCBIGENE:3605	NCBIGENE-PRO	PR:000001138
NCBIGENE:3630	NCBIGENE-PRO	PR:000009054
NCBIGENE:366	NCBIGENE-PRO	PR:000004189
NCBIGENE:367	NCBIGENE-PRO	PR:000004191
NCBIGENE:3670	NCBIGENE-PRO	PR:000009116
NCBIGENE:3776	NCBIGENE-PRO	PR:000001914
NCBIGENE:3777	NCBIGENE-PRO	PR:000002076
NCBIGENE:382056	NCBIGENE-PRO	PR:000005901
NCBIGENE:4051	NCBIGENE-PRO	PR:000006142
NCBIGENE:4110	NCBIGENE-PRO	PR:000010055
NCBIGENE:4133	NCBIGENE-PRO	PR:000010124
NCBIGENE:4155	NCBIGENE-PRO	PR:000010228
NCBIGENE:4170	NCBIGENE-PRO	PR:000010240
NCBIGENE:4208	NCBIGENE-PRO	PR:000010311
NCBIGENE:4318	NCBIGENE-PRO	PR:000010491
NCBIGENE:4436	NCBIGENE-PRO	PR:000010666
NCBIGENE:4513	NCBIGENE-PRO	PR:000025365
NCBIGENE:4681	NCBIGENE-PRO	PR:000011013
NCBIGENE:472	NCBIGENE-PRO	PR:000004427
NCBIGENE:4763	NCBIGENE-PRO	PR:000011160
NCBIGENE:4790	NCBIGENE-PRO	PR:000001754
NCBIGENE:4792	NCBIGENE-PRO	PR:000003293
NCBIGENE:5002	NCBIGENE-PRO	PR:000014986
NCBIGENE:5027	NCBIGENE-PRO	PR:000012194
NCBIGENE:5054	NCBIGENE-PRO	PR:000014702
NCBIGENE:5058	NCBIGENE-PRO	PR:000012239
NCBIGENE:5077	NCBIGENE-PRO	PR:000012316
NCBIGENE:50907	NCBIGENE-PRO	PR:000013197
NCBIGENE:5243	NCBIGENE-PRO	PR:000001891
NCBIGENE:5308	NCBIGENE-PRO	PR:000000117
NCBIGENE:5328	NCBIGENE-PRO	PR:000012826
NCBIGENE:53635	NCBIGENE-PRO	PR:000013439
NCBIGENE:54205	NCBIGENE-PRO	PR:000002321
NCBIGENE:5460	NCBIGENE-PRO	PR:000013044
NCBIGENE:5494	NCBIGENE-PRO	PR:000013090
NCBIGENE:5495	NCBIGENE-PRO	PR:000013091
NCBIGENE:5599	NCBIGENE-PRO	PR:000002206
NCBIGENE:5621	NCBIGENE-PRO	PR:000001886
NCBIGENE:56979	NCBIGENE-PRO	PR:000013190
NCBIGENE:5728	NCBIGENE-PRO	PR:000028746
NCBIGENE:5743	NCBIGENE-PRO	PR:000013428
NCBIGENE:57571	NCBIGENE-PRO	PR:000030778
NCBIGENE:581	NCBIGENE-PRO	PR:000002193
NCBIGENE:58508	NCBIGENE-PRO	PR:000010447
NCBIGENE:59342	NCBIGENE-PRO	PR:000014535
NCBIGENE:596	NCBIGENE-PRO	PR:000002307
NCBIGENE:5972	NCBIGENE-PRO	PR:000013883
NCBIGENE:598	NCBIGENE-PRO	PR:000002308
NCBIGENE:6009	NCBIGENE-PRO	PR:000013975
NCBIGENE:6261	NCBIGENE-PRO	PR:000014377
NCBIGENE:6358	NCBIGENE-PRO	PR:000001986
NCBIGENE:6366	NCBIGENE-PRO	PR:000001993
NCBIGENE:64044	NCBIGENE-PRO	PR:000002317
NCBIGENE:64399	NCBIGENE-PRO	PR:000008541
NCBIGENE:64506	NCBIGENE-PRO	PR:000005805
NCBIGENE:64654	NCBIGENE-PRO	PR:000007493
NCBIGENE:6469	NCBIGENE-PRO	PR:000014841
NCBIGENE:6497	NCBIGENE-PRO	PR:000003214
NCBIGENE:65162	NCBIGENE-PRO	PR:000006481
NCBIGENE:6528	NCBIGENE-PRO	PR:000015171
NCBIGENE:6572	NCBIGENE-PRO	PR:000014968
NCBIGENE:66155	NCBIGENE-PRO	PR:000017039
NCBIGENE:6622	NCBIGENE-PRO	PR:000015322
NCBIGENE:6647	NCBIGENE-PRO	PR:000015399
NCBIGENE:6648	NCBIGENE-PRO	PR:000015400
NCBIGENE:66663	NCBIGENE-PRO	PR:000016953
NCBIGENE:6717	NCBIGENE-PRO	PR:000015619
NCBIGENE:6737	NCBIGENE-PRO	PR:000016647
NCBIGENE:675	NCBIGENE-PRO	PR:000004804
NCBIGENE:6774	NCBIGENE-PRO	PR:000002089
NCBIGENE:67890	NCBIGENE-PRO	PR:000017041
NCBIGENE:690195	NCBIGENE-PRO	PR:000013217
NCBIGENE:6925	NCBIGENE-PRO	PR:000016183
NCBIGENE:6935	NCBIGENE-PRO	PR:000017617
NCBIGENE:7040	NCBIGENE-PRO	PR:000000182
NCBIGENE:7080	NCBIGENE-PRO	PR:000011241
NCBIGENE:7124	NCBIGENE-PRO	PR:000000134
NCBIGENE:7157	NCBIGENE-PRO	PR:000003035
NCBIGENE:717	NCBIGENE-PRO	PR:000004899
NCBIGENE:7276	NCBIGENE-PRO	PR:000016801
NCBIGENE:7291	NCBIGENE-PRO	PR:000016846
NCBIGENE:7422	NCBIGENE-PRO	PR:000017284
NCBIGENE:7431	NCBIGENE-PRO	PR:000017298
NCBIGENE:7447	NCBIGENE-PRO	PR:000017353
NCBIGENE:7465	NCBIGENE-PRO	PR:000017403
NCBIGENE:7593	NCBIGENE-PRO	PR:000010895
NCBIGENE:779	NCBIGENE-PRO	PR:000002116
NCBIGENE:7851	NCBIGENE-PRO	PR:000010095
NCBIGENE:7852	NCBIGENE-PRO	PR:000001208
NCBIGENE:80853	NCBIGENE-PRO	PR:000031341
NCBIGENE:80854	NCBIGENE-PRO	PR:000014722
NCBIGENE:81	NCBIGENE-PRO	PR:000003691
NCBIGENE:81686	NCBIGENE-PRO	PR:000010479
NCBIGENE:81687	NCBIGENE-PRO	PR:000010491
NCBIGENE:81812	NCBIGENE-PRO	PR:P63059
NCBIGENE:836	NCBIGENE-PRO	PR:000002312
NCBIGENE:837536	NCBIGENE-PRO	PR:O80592
NCBIGENE:83817	NCBIGENE-PRO	PR:000003626
NCBIGENE:841	NCBIGENE-PRO	PR:000002317
NCBIGENE:842	NCBIGENE-PRO	PR:000002318
NCBIGENE:8451	NCBIGENE-PRO	PR:000006049
NCBIGENE:847	NCBIGENE-PRO	PR:000005061
NCBIGENE:84787	NCBIGENE-PRO	PR:000015847
NCBIGENE:8645	NCBIGENE-PRO	PR:000001915
NCBIGENE:8996	NCBIGENE-PRO	PR:000011310
NCBIGENE:90	NCBIGENE-PRO	PR:000000067
NCBIGENE:920	NCBIGENE-PRO	PR:000001004
NCBIGENE:921	NCBIGENE-PRO	PR:000001839
NCBIGENE:930	NCBIGENE-PRO	PR:000001002
NCBIGENE:9542	NCBIGENE-PRO	PR:000011423
NCBIGENE:9607	NCBIGENE-PRO	PR:000005046
NCBIGENE:999	NCBIGENE-PRO	PR:000001447
